
k,l,u,v,rho,cluster,frame
124,112,2883.62,2268.58,-3.59493,42,15
125,111,2894.72,2249.36,-4.5282,42,15
124,111,2873.23,2249.69,-4.22148,42,15
124,110,2884.42,2231.04,-3.59493,42,15
123,115,2851.12,2325.83,-3.59493,42,15
123,116,2862.94,2345.91,-4.5282,42,15
122,116,2840.65,2345,-4.22148,42,15
121,116,2818.37,2344.95,-3.59493,42,15
122,117,2831.36,2362.19,-4.5282,42,15
121,118,2818.68,2381.9,-3.59493,42,15
122,118,2841.36,2381.39,-4.22148,42,15
123,118,2865.59,2381.09,-4.5282,42,15
123,117,2851.17,2362.88,-3.59493,42,15
124,117,2872.94,2363.3,-4.22148,42,15
124,118,2884.22,2383.01,-3.59493,42,15
124,116,2883.2,2345.95,-3.59493,42,15
124,115,2872.89,2326.16,-4.22148,42,15
120,117,2785.58,2362.97,-3.59493,42,15
118,52,2756.03,1052.79,-3.55969,15,15
119,52,2778.62,1052.54,-4.18625,15,15
120,52,2801.4,1052.18,-4.49297,15,15
120,51,2788.49,1032.82,-3.55969,15,15
120,50,2801.47,1014.17,-4.49297,15,15
120,49,2788.46,994.678,-3.55969,15,15
121,49,2810.76,994.842,-4.18625,15,15
122,49,2832.73,994.707,-4.49297,15,15
121,50,2821.05,1013.78,-3.55969,15,15
122,50,2843.21,1013.77,-4.18625,15,15
123,50,2866.13,1014.15,-4.49297,15,15
123,49,2853.77,994.66,-3.55969,15,15
124,49,2875.97,994.814,-4.18625,15,15
124,50,2886.5,1013.7,-3.55969,15,15
125,51,2898.37,1033.06,-4.49297,15,15
124,51,2876.13,1032.88,-4.18625,15,15
123,51,2853.78,1032.84,-3.55969,15,15
123,52,2866.1,1052.15,-4.49297,15,15
122,52,2843.16,1051.79,-4.18625,15,15
121,52,2821.03,1051.83,-3.55969,15,15
122,51,2832.6,1032.57,-4.49297,15,15
121,51,2810.74,1032.85,-4.18625,15,15
122,53,2832.73,1069.93,-4.49297,15,15
121,53,2810.58,1070.58,-4.18625,15,15
120,53,2788.51,1070.97,-3.55969,15,15
121,54,2820.72,1088.5,-3.55969,15,15
123,53,2853.75,1070.92,-3.55969,15,15
124,53,2876.23,1070.94,-4.18625,15,15
125,53,2898.97,1071.07,-4.49297,15,15
124,52,2886.51,1051.88,-3.55969,15,15
125,52,2908.4,1051.92,-4.18625,15,15
126,53,2918.86,1071.12,-3.55969,15,15
126,52,2929.49,1053.68,-4.49297,15,15
126,51,2918.99,1032.82,-3.55969,15,15
125,50,2908.47,1013.87,-4.18625,15,15
126,49,2919.06,994.657,-3.55969,15,15
125,48,2909.33,975.206,-4.18625,15,15
125,49,2897.58,995.058,-4.49297,15,15
124,48,2886.49,976.457,-3.55969,15,15
124,47,2875.95,957.719,-4.18625,15,15
125,47,2898.59,958.969,-4.49297,15,15
124,46,2886.53,938.447,-3.55969,15,15
125,46,2909,938.855,-4.18625,15,15
126,45,2920.13,919.186,-3.55969,15,15
126,46,2931.04,938.771,-4.49297,15,15
126,47,2919.22,957.357,-3.55969,15,15
123,46,2866.23,939.607,-4.49297,15,15
122,46,2843.41,938.867,-4.18625,15,15
121,46,2821.02,938.522,-3.55969,15,15
122,47,2833.79,959.073,-4.49297,15,15
121,47,2810.72,957.897,-4.18625,15,15
120,47,2788.26,957.296,-3.55969,15,15
120,48,2801.62,977.795,-4.49297,15,15
119,48,2778.19,977.049,-4.18625,15,15
121,48,2821.01,976.478,-3.55969,15,15
122,48,2843.17,976.673,-4.18625,15,15
123,48,2865.33,976.982,-4.49297,15,15
123,47,2853.74,957.345,-3.55969,15,15
119,46,2777.94,938.18,-4.18625,15,15
120,46,2800.77,939.565,-4.49297,15,15
120,45,2787.82,919.229,-3.55969,15,15
121,45,2810.23,920.072,-4.18625,15,15
122,45,2833.05,921.108,-4.49297,15,15
119,45,2768.09,918.572,-4.49297,15,15
124,54,2886.82,1088.79,-3.55969,15,15
119,50,2778.49,1014.11,-4.18625,15,15
118,66,2754,1343.61,-3.58228,24,15
119,67,2766.63,1360.03,-4.51556,24,15
118,68,2754.62,1381.9,-3.58228,24,15
119,68,2777.23,1382.24,-4.20884,24,15
120,68,2799.45,1382.65,-4.51556,24,15
120,67,2787.23,1363.13,-3.58228,24,15
121,67,2809.76,1363.82,-4.20884,24,15
121,68,2820.16,1382.19,-3.58228,24,15
122,69,2831.52,1401.47,-4.51556,24,15
122,68,2842.52,1382.49,-4.20884,24,15
123,68,2865.18,1383.77,-4.51556,24,15
124,67,2875.54,1363.82,-4.20884,24,15
125,67,2898.88,1364.41,-4.51556,24,15
124,68,2885.78,1382.06,-3.58228,24,15
124,69,2875.23,1401.53,-4.20884,24,15
125,69,2897.67,1398.96,-4.51556,24,15
124,70,2885.57,1419.34,-3.58228,24,15
125,71,2896.99,1438.87,-4.51556,24,15
124,71,2875.1,1438.59,-4.20884,24,15
123,71,2852.96,1438.41,-3.58228,24,15
123,72,2865.18,1457.93,-4.51556,24,15
122,72,2842.48,1457.64,-4.20884,24,15
121,72,2820.11,1457.57,-3.58228,24,15
122,73,2832.49,1477.02,-4.51556,24,15
121,73,2809.85,1476.68,-4.20884,24,15
120,73,2787.38,1476.52,-3.58228,24,15
120,72,2799.36,1458.22,-4.51556,24,15
120,71,2787.47,1438.5,-3.58228,24,15
121,71,2809.86,1438.71,-4.20884,24,15
121,70,2820.18,1419.36,-3.58228,24,15
122,70,2842.27,1419.48,-4.20884,24,15
123,70,2865.13,1419.81,-4.51556,24,15
123,69,2852.98,1401.16,-3.58228,24,15
120,70,2799.49,1419.72,-4.51556,24,15
119,70,2777.3,1419.48,-4.20884,24,15
120,69,2787.46,1401.24,-3.58228,24,15
121,69,2809.88,1401.44,-4.20884,24,15
121,74,2820.03,1495.72,-3.58228,24,15
122,74,2842.29,1495.49,-4.20884,24,15
123,74,2865.25,1495.86,-4.51556,24,15
123,73,2852.89,1476.47,-3.58228,24,15
124,73,2874.98,1476.52,-4.20884,24,15
124,72,2885.52,1457.44,-3.58228,24,15
125,73,2896.66,1477.5,-4.51556,24,15
125,74,2906.94,1496.62,-4.20884,24,15
126,73,2917.52,1477.5,-3.58228,24,15
126,75,2918.78,1514.68,-3.58228,24,15
125,75,2899.46,1512.8,-4.51556,24,15
124,75,2875.89,1512.93,-4.20884,24,15
123,75,2853.14,1513.45,-3.58228,24,15
124,74,2885.39,1495.59,-3.58228,24,15
126,69,2918.11,1401.19,-3.58228,24,15
125,68,2907.86,1382.22,-4.20884,24,15
126,67,2918.96,1362.55,-3.58228,24,15
118,88,2752.99,1787.72,-3.56252,33,15
119,89,2766.15,1807.87,-4.4958,33,15
118,89,2743.32,1806.75,-4.18908,33,15
118,90,2753.64,1825.78,-3.56252,33,15
119,90,2776.35,1826.24,-4.18908,33,15
120,90,2799.33,1827.69,-4.4958,33,15
120,89,2786.46,1806.86,-3.56252,33,15
121,89,2808.82,1807.3,-4.18908,33,15
122,89,2831.84,1808.1,-4.4958,33,15
121,90,2819.21,1825.94,-3.56252,33,15
122,91,2831.8,1844.57,-4.4958,33,15
121,91,2808.83,1844.1,-4.18908,33,15
120,91,2786.54,1843.91,-3.56252,33,15
120,92,2798.46,1863.03,-4.4958,33,15
120,93,2786.52,1882.14,-3.56252,33,15
120,94,2799.39,1901.87,-4.4958,33,15
119,94,2776.26,1901.59,-4.18908,33,15
119,95,2766.55,1921.88,-4.4958,33,15
118,94,2754.07,1901.33,-3.56252,33,15
119,93,2767.53,1883.14,-4.4958,33,15
118,92,2753.94,1863.06,-3.56252,33,15
119,91,2766.49,1843.89,-4.4958,33,15
119,92,2776.38,1863.34,-4.18908,33,15
118,95,2743.97,1921.38,-4.18908,33,15
118,96,2753.64,1938.39,-3.56252,33,15
119,96,2775.79,1937.82,-4.18908,33,15
120,96,2798.75,1936.77,-4.4958,33,15
120,97,2785.99,1956.95,-3.56252,33,15
121,96,2819.34,1938.25,-3.56252,33,15
122,96,2841.82,1937.88,-4.18908,33,15
123,96,2864.84,1937.57,-4.4958,33,15
123,97,2852.35,1957.2,-3.56252,33,15
123,95,2852.12,1920.33,-3.56252,33,15
124,95,2874.2,1920.53,-4.18908,33,15
124,94,2884.63,1901.22,-3.56252,33,15
125,95,2895.33,1922.18,-4.4958,33,15
124,96,2884.84,1938.57,-3.56252,33,15
125,97,2897.38,1957.34,-4.4958,33,15
124,93,2874.23,1882.52,-4.18908,33,15
123,93,2852.09,1882.13,-3.56252,33,15
123,94,2864.26,1901.9,-4.4958,33,15
122,94,2841.72,1901.53,-4.18908,33,15
121,94,2819.3,1901.31,-3.56252,33,15
122,95,2831.84,1920.88,-4.4958,33,15
121,95,2809.04,1920.37,-4.18908,33,15
120,95,2786.54,1920.31,-3.56252,33,15
121,93,2809.07,1882.47,-4.18908,33,15
122,93,2830.99,1874.65,-4.4958,33,15
121,92,2819.3,1863.08,-3.56252,33,15
122,92,2841.69,1863.42,-4.18908,33,15
123,91,2852.03,1843.98,-3.56252,33,15
123,92,2863.35,1863.39,-4.4958,33,15
124,91,2874.14,1844.25,-4.18908,33,15
124,90,2885.88,1824.66,-3.56252,33,15
125,89,2896.94,1804.55,-4.4958,33,15
125,90,2906.35,1825.38,-4.18908,33,15
125,91,2895.53,1843.85,-4.4958,33,15
124,92,2884.65,1863.06,-3.56252,33,15
124,88,2885.54,1787.66,-3.56252,33,15
123,90,2863.4,1826.73,-4.4958,33,15
123,89,2852.02,1806.89,-3.56252,33,15
122,90,2841.61,1826.26,-4.18908,33,15
119,88,2775.71,1788.35,-4.18908,33,15
120,24,2801.15,495.166,-4.49876,6,15
120,25,2789.07,513.734,-3.56548,6,15
121,25,2811.54,514.016,-4.19204,6,15
122,25,2833.75,514.346,-4.49876,6,15
121,24,2821.85,494.816,-3.56548,6,15
122,24,2844.23,495.349,-4.19204,6,15
123,25,2854.68,513.807,-3.56548,6,15
123,26,2867.16,533.208,-4.49876,6,15
122,26,2844.28,533.065,-4.19204,6,15
121,26,2821.9,532.869,-3.56548,6,15
122,27,2834.55,553.175,-4.49876,6,15
121,28,2821.89,570.13,-3.56548,6,15
122,28,2844.06,570.182,-4.19204,6,15
123,29,2854.53,589.168,-3.56548,6,15
123,30,2867,608.303,-4.49876,6,15
122,30,2844.02,608.085,-4.19204,6,15
121,30,2821.81,608.27,-3.56548,6,15
123,31,2854.47,627.177,-3.56548,6,15
124,29,2876.84,589.206,-4.19204,6,15
125,29,2899.15,589.287,-4.49876,6,15
124,28,2887.3,570.06,-3.56548,6,15
125,28,2909.35,570.142,-4.19204,6,15
126,29,2919.81,589.097,-3.56548,6,15
126,30,2930.36,609.255,-4.49876,6,15
127,31,2941.25,628.204,-4.19204,6,15
126,32,2928.23,646.563,-4.49876,6,15
126,31,2919.62,627.294,-3.56548,6,15
125,30,2909.18,607.985,-4.19204,6,15
124,30,2887.27,608.051,-3.56548,6,15
125,31,2899.25,627.157,-4.49876,6,15
124,32,2887.34,646.054,-3.56548,6,15
125,32,2909.53,646.134,-4.19204,6,15
126,27,2920.02,551.922,-3.56548,6,15
125,26,2909.45,533.155,-4.19204,6,15
125,27,2899.28,553.251,-4.49876,6,15
124,26,2887.4,532.854,-3.56548,6,15
124,27,2876.9,552.095,-4.19204,6,15
123,27,2854.61,551.927,-3.56548,6,15
124,25,2876.82,514.092,-4.19204,6,15
125,25,2899.42,515.22,-4.49876,6,15
124,24,2887.44,494.834,-3.56548,6,15
125,24,2910.06,495.39,-4.19204,6,15
126,24,2933.25,495.608,-4.49876,6,15
126,23,2920.9,475.678,-3.56548,6,15
126,25,2920.17,513.739,-3.56548,6,15
126,26,2931.18,533.773,-4.49876,6,15
127,25,2942.14,513.646,-4.19204,6,15
127,24,2953.23,494.092,-3.56548,6,15
127,26,2952.33,532.567,-3.56548,6,15
135,114,3153.68,2308.39,-4.49111,43,15
136,113,3163.06,2288.64,-4.18439,43,15
137,113,3185.95,2289.28,-4.49111,43,15
136,112,3174,2269.26,-3.55784,43,15
136,111,3162.89,2250.02,-4.18439,43,15
137,111,3185.19,2251.1,-4.49111,43,15
136,110,3172.59,2232.29,-3.55784,43,15
137,110,3194.57,2233.14,-4.18439,43,15
138,111,3206.59,2250.31,-3.55784,43,15
138,112,3217.55,2269.93,-4.49111,43,15
137,112,3195.36,2269.66,-4.18439,43,15
138,113,3206.65,2288.45,-3.55784,43,15
138,114,3218.03,2308.5,-4.49111,43,15
137,114,3195.32,2307.93,-4.18439,43,15
137,115,3185.3,2327.78,-4.49111,43,15
136,114,3174.07,2307.51,-3.55784,43,15
136,116,3174.12,2345.96,-3.55784,43,15
136,117,3163.16,2364.25,-4.18439,43,15
137,117,3185.59,2363.31,-4.49111,43,15
136,118,3173.97,2383.35,-3.55784,43,15
137,118,3195.04,2382.21,-4.18439,43,15
138,118,3217.75,2381.95,-4.49111,43,15
138,119,3206.2,2401.68,-3.55784,43,15
139,118,3239.44,2382.96,-3.55784,43,15
139,117,3227.83,2363.56,-4.18439,43,15
140,117,3250.46,2363.45,-4.49111,43,15
140,118,3260.76,2382.68,-4.18439,43,15
141,118,3283.38,2382.43,-4.49111,43,15
141,119,3272.36,2401.9,-3.55784,43,15
142,119,3293.82,2401.72,-4.18439,43,15
142,118,3304.97,2383.06,-3.55784,43,15
142,117,3293.09,2363.8,-4.18439,43,15
142,116,3304.9,2345.85,-3.55784,43,15
142,115,3292.98,2327.03,-4.18439,43,15
142,114,3304.85,2307.71,-3.55784,43,15
142,113,3293.42,2288.13,-4.18439,43,15
141,114,3282.79,2308.55,-4.49111,43,15
141,113,3272.17,2288.57,-3.55784,43,15
140,114,3260.56,2307.82,-4.18439,43,15
140,115,3250.47,2327.68,-4.49111,43,15
139,114,3239.35,2307.62,-3.55784,43,15
139,115,3227.94,2326.99,-4.18439,43,15
139,116,3239.33,2345.87,-3.55784,43,15
138,116,3217.35,2345.71,-4.49111,43,15
137,116,3195.34,2346.03,-4.18439,43,15
138,115,3206.6,2326.66,-3.55784,43,15
138,117,3206.61,2363.84,-3.55784,43,15
140,116,3260.63,2346.11,-4.18439,43,15
141,115,3272.22,2326.74,-3.55784,43,15
141,116,3282.9,2346.63,-4.49111,43,15
141,117,3272.21,2363.86,-3.55784,43,15
139,113,3227.85,2288.68,-4.18439,43,15
140,113,3250.34,2289.32,-4.49111,43,15
139,112,3239.27,2269.42,-3.55784,43,15
139,111,3227.86,2250.8,-4.18439,43,15
139,110,3239.26,2232.65,-3.55784,43,15
140,112,3260.52,2269.72,-4.18439,43,15
141,112,3282.75,2270.37,-4.49111,43,15
142,112,3304.89,2269.43,-3.55784,43,15
143,113,3313.78,2288.31,-4.49111,43,15
144,113,3336.99,2287.9,-3.55784,43,15
142,111,3293.76,2251.93,-4.18439,43,15
141,111,3272.17,2251.46,-3.55784,43,15
117,103,2720.11,2084.8,-1.76403,44,14
117,104,2729.85,2100.55,-2.69731,44,14
118,103,2738.18,2084.91,-2.39059,44,14
118,102,2747.24,2068.96,-1.76403,44,14
119,103,2756.45,2085.07,-2.69731,44,14
118,104,2747.13,2100.85,-1.76403,44,14
117,88,2730.52,1781.51,-2.70739,35,14
117,89,2720.3,1798.13,-1.77412,35,14
118,89,2738.92,1797.22,-2.40067,35,14
119,89,2757.24,1796.9,-2.70739,35,14
118,88,2747.66,1781.44,-1.77412,35,14
118,87,2738.87,1765.63,-2.40067,35,14
117,72,2731.2,1462.18,-2.76774,26,14
118,73,2739.37,1478.04,-2.46102,26,14
118,74,2748.36,1494.27,-1.83447,26,14
119,73,2757.81,1477.97,-2.76774,26,14
119,74,2767.09,1494.72,-2.46102,26,14
118,72,2748.34,1461.93,-1.83447,26,14
117,74,2730.91,1493.57,-2.76774,26,14
117,58,2732.11,1174.35,-2.70537,17,14
118,57,2740,1158.11,-2.39866,17,14
119,57,2758.59,1158.32,-2.70537,17,14
118,58,2748.85,1174.17,-1.7721,17,14
119,58,2767.24,1173.94,-2.39866,17,14
117,42,2732.56,854.557,-2.37408,8,14
118,41,2740.21,839.162,-2.06736,8,14
118,42,2749.15,854.434,-1.4408,8,14
119,42,2767.59,854.574,-2.06736,8,14
119,43,2758.88,869.165,-2.37408,8,14
118,43,2740.22,869.516,-2.06736,8,14
104,103,2417.06,2084.75,-2.62107,43,14
104,104,2426,2100.39,-2.31436,43,14
105,104,2443.59,2100.19,-2.62107,43,14
106,103,2453.23,2084.66,-2.31436,43,14
105,102,2443.49,2069.23,-2.62107,43,14
104,87,2417.58,1764.98,-2.78933,34,14
104,88,2426.58,1781.27,-2.48261,34,14
105,87,2435.31,1765.06,-1.85605,34,14
106,87,2453.81,1765.17,-2.48261,34,14
105,88,2444.01,1781.09,-2.78933,34,14
106,89,2454.04,1797.2,-2.48261,34,14
105,89,2435.23,1797.16,-1.85605,34,14
104,89,2417.18,1796.98,-2.78933,34,14
104,72,2427,1461.56,-2.44518,25,14
105,73,2435.73,1477.5,-1.81862,25,14
106,73,2454.39,1477.58,-2.44518,25,14
105,72,2444.55,1461.91,-2.7519,25,14
104,74,2426.95,1493.37,-2.44518,25,14
104,56,2427.07,1141.83,-2.47972,16,14
105,57,2436.19,1157.74,-1.85316,16,14
106,57,2455.02,1157.77,-2.47972,16,14
105,58,2445.08,1173.65,-2.78644,16,14
106,58,2463.41,1174.41,-1.85316,16,14
104,58,2427.76,1173.94,-2.47972,16,14
51,86,1193.34,1747.53,-2.83592,30,14
52,87,1203.44,1763.68,-2.5292,30,14
52,88,1211.85,1779.57,-1.90265,30,14
53,88,1230.41,1779.4,-2.5292,30,14
54,89,1240.05,1796.45,-1.90265,30,14
53,87,1220.73,1763.7,-2.83592,30,14
52,86,1211.74,1748.17,-1.90265,30,14
39,41,900.666,836.587,-1.67612,2,14
39,42,909.784,852.788,-2.6094,2,14
40,42,928.228,852.617,-1.67612,2,14
40,41,918.544,836.872,-2.30268,2,14
41,41,936.684,837.01,-2.6094,2,14
40,43,918.654,867.296,-2.30268,2,14
41,43,936.965,867.792,-2.6094,2,14
39,43,900.844,868.192,-1.67612,2,14
38,102,890.117,2066.48,-2.50853,38,14
39,103,899.138,2082.63,-1.88197,38,14
39,102,908.169,2066.73,-2.81525,38,14
40,102,926.78,2066.42,-1.88197,38,14
40,103,916.864,2082.27,-2.50853,38,14
40,104,927.504,2098.71,-1.88197,38,14
39,101,898.998,2050.78,-1.88197,38,14
38,88,890.524,1779.66,-2.58123,29,14
39,87,899.685,1762.99,-1.95467,29,14
39,88,908.533,1778.99,-2.88795,29,14
39,89,898.99,1795.19,-1.95467,29,14
40,88,927.115,1779.26,-1.95467,29,14
40,87,917.271,1763.32,-2.58123,29,14
40,86,927.758,1747.25,-1.95467,29,14
38,72,890.99,1459.72,-2.42343,20,14
39,73,900.152,1476.05,-1.79687,20,14
39,72,908.955,1460.07,-2.73015,20,14
39,71,899.769,1443.93,-1.79687,20,14
40,71,917.804,1444.45,-2.42343,20,14
40,72,927.494,1459.91,-1.79687,20,14
40,73,917.656,1475.74,-2.42343,20,14
41,73,935.218,1476.67,-2.73015,20,14
38,58,891.144,1173.01,-2.43448,11,14
39,57,900.393,1156.15,-1.80792,11,14
39,58,909.425,1171.9,-2.7412,11,14
40,58,927.738,1172.15,-1.80792,11,14
40,57,918.116,1156.31,-2.43448,11,14
40,56,928.049,1140.49,-1.80792,11,14
39,56,909.397,1140.86,-2.7412,11,14
41,57,935.675,1156.18,-2.7412,11,14
26,71,596.836,1444.09,-2.61823,19,14
26,72,605.546,1459.62,-2.31151,19,14
27,73,614.514,1475.48,-1.68495,19,14
27,72,623.731,1459.76,-2.61823,19,14
26,73,597.064,1475.29,-2.61823,19,14
26,41,597.988,836.799,-2.54755,1,14
26,42,606.411,852.477,-2.24083,1,14
27,42,624.89,852.514,-2.54755,1,14
27,41,615.216,836.685,-1.61427,1,14
26,43,597.603,867.127,-2.54755,1,14
25,102,586.28,2066.14,-1.92312,37,14
26,102,604.87,2066.2,-2.54968,37,14
27,101,614.357,2050.74,-1.92312,37,14
27,103,613.697,2082.01,-1.92312,37,14
26,103,596.258,2081.81,-2.8564,37,14
25,104,585.454,2098.6,-1.92312,37,14
25,86,586.274,1746.46,-1.83535,28,14
26,87,596.679,1763.01,-2.76863,28,14
25,88,586.738,1778.83,-1.83535,28,14
26,88,605.195,1778.66,-2.46191,28,14
27,87,614.13,1762.67,-1.83535,28,14
27,88,623.316,1778.61,-2.76863,28,14
27,86,623.919,1747.71,-2.76863,28,14
26,86,605.301,1747.52,-2.46191,28,14
12,72,284.353,1459.14,-2.60127,18,14
13,73,293.597,1475.07,-2.29455,18,14
13,72,302.079,1459.08,-1.66799,18,14
14,72,320.544,1459.18,-2.29455,18,14
14,73,310.962,1474.78,-2.60127,18,14
14,71,310.962,1443.97,-2.60127,18,14
12,56,284.605,1139.94,-2.7125,9,14
13,57,294.073,1155.67,-2.40578,9,14
12,58,284.65,1172.23,-2.7125,9,14
13,58,302.834,1171.44,-1.77922,9,14
14,58,321.112,1171.38,-2.40578,9,14
14,57,311.419,1155.85,-2.7125,9,14
14,56,321.335,1140.22,-2.40578,9,14
12,86,283.39,1746.78,-2.76257,27,14
13,87,293.105,1762.43,-2.45585,27,14
12,88,283.899,1778.62,-2.76257,27,14
13,88,301.48,1778.6,-1.8293,27,14
14,88,320.041,1778.12,-2.45585,27,14
14,87,310.449,1762.64,-2.76257,27,14
14,86,320.681,1746.64,-2.45585,27,14
13,86,301.772,1746.85,-1.8293,27,14
12,102,283.472,2065.89,-2.51001,36,14
13,103,292.579,2081.69,-2.20329,36,14
13,102,301.506,2065.75,-1.57674,36,14
14,102,319.623,2065.84,-2.20329,36,14
14,103,310.006,2081.28,-2.51001,36,14
14,101,310.259,2050.8,-2.51001,36,14
13,101,292.441,2050.64,-2.20329,36,14
13,41,294.598,836.517,-2.42441,0,14
13,42,303.35,852.372,-1.79785,0,14
14,42,321.835,852.363,-2.42441,0,14
14,41,312.089,836.832,-2.73112,0,14
15,41,330.75,836.611,-1.79785,0,14
15,43,331.353,867.921,-1.79785,0,14
25,56,587.288,1139.27,-1.74138,10,14
26,57,597.511,1156.02,-2.67466,10,14
26,58,605.918,1171.73,-2.36794,10,14
27,58,624.438,1171.45,-2.67466,10,14
27,57,614.835,1155.94,-1.74138,10,14
27,56,624.441,1140.61,-2.67466,10,14
26,56,605.948,1140.33,-2.36794,10,14
51,102,1193.86,2067.16,-2.80019,39,14
52,102,1211.48,2066.74,-1.86692,39,14
52,103,1201.97,2082.7,-2.49347,39,14
51,104,1192.85,2098.91,-2.80019,39,14
53,103,1220.32,2082.84,-2.80019,39,14
53,102,1229.97,2066.91,-2.49347,39,14
52,41,1204.28,836.808,-2.35561,3,14
52,42,1213.23,852.946,-1.72906,3,14
53,42,1231.85,853.095,-2.35561,3,14
54,41,1240.8,836.897,-1.72906,3,14
53,41,1222.03,837.552,-2.66233,3,14
54,43,1240.91,868.279,-1.72906,3,14
53,43,1222.03,867.389,-2.66233,3,14
52,43,1204.71,868.375,-2.35561,3,14
52,56,1212.83,1140.84,-1.80243,12,14
53,56,1231.77,1140.97,-2.42899,12,14
53,57,1221.73,1156.69,-2.73571,12,14
53,58,1231.46,1172.5,-2.42899,12,14
52,58,1212.88,1172.65,-1.80243,12,14
52,57,1204.43,1156.65,-2.42899,12,14
52,72,1212.29,1460.13,-1.97706,21,14
53,72,1231.05,1460.29,-2.60361,21,14
54,71,1240.47,1443.82,-1.97706,21,14
53,73,1221.32,1476.14,-2.91033,21,14
52,73,1204.1,1476.36,-2.60361,21,14
64,88,1497.63,1780.41,-1.72504,31,14
65,87,1506.17,1764.15,-2.65832,31,14
65,88,1515.52,1779.79,-2.3516,31,14
65,89,1505.43,1795.25,-2.65832,31,14
66,87,1524.26,1763.88,-1.72504,31,14
66,88,1532.79,1779.83,-2.65832,31,14
66,86,1533.68,1748.72,-2.65832,31,14
64,102,1496.89,2066.72,-1.7434,40,14
65,103,1505.53,2083.3,-2.67668,40,14
65,102,1515.13,2067.44,-2.36996,40,14
66,103,1523.76,2083.09,-1.7434,40,14
66,104,1532.81,2098.85,-2.67668,40,14
66,102,1532.31,2067.48,-2.67668,40,14
65,41,1507.43,837.622,-2.60482,4,14
65,42,1517.05,853.522,-2.2981,4,14
66,41,1525.71,837.444,-1.67155,4,14
67,41,1544.47,837.739,-2.2981,4,14
66,42,1534.41,853.425,-2.60482,4,14
67,43,1544.02,868.409,-2.2981,4,14
66,43,1525.65,868.344,-1.67155,4,14
65,43,1507.81,868.361,-2.60482,4,14
65,56,1516.57,1141.07,-2.45222,13,14
65,57,1507.35,1157.04,-2.75894,13,14
65,58,1516.68,1172.93,-2.45222,13,14
66,57,1525.22,1156.76,-1.82566,13,14
66,58,1534,1172.92,-2.75894,13,14
65,72,1516.07,1460.69,-2.31026,22,14
66,73,1524.76,1476.51,-1.6837,22,14
67,73,1542.93,1476.8,-2.31026,22,14
66,72,1533.31,1460.74,-2.61698,22,14
66,74,1534.04,1491.9,-2.61698,22,14
78,42,1821.25,853.852,-2.66052,5,14
78,43,1811.18,869.426,-1.72725,5,14
79,43,1829.73,868.556,-2.3538,5,14
80,43,1847.83,868.493,-2.66052,5,14
79,42,1838.51,853.701,-1.72725,5,14
78,56,1819.99,1142.16,-2.71719,14,14
79,56,1838.18,1141.36,-1.78392,14,14
80,57,1847.34,1157.39,-2.71719,14,14
79,58,1837.92,1173.1,-1.78392,14,14
79,57,1829.11,1157.2,-2.41047,14,14
78,57,1810.9,1157.03,-1.78392,14,14
78,72,1820.1,1461.12,-2.69683,23,14
78,73,1810.22,1477.08,-1.76356,23,14
79,73,1828.68,1476.83,-2.39012,23,14
79,72,1837.41,1460.85,-1.76356,23,14
80,71,1847.74,1445.45,-2.69683,23,14
80,73,1846.64,1476.88,-2.69683,23,14
78,74,1819.36,1491.98,-2.69683,23,14
78,87,1809.65,1764.3,-1.84856,32,14
78,88,1819.42,1780.35,-2.78183,32,14
78,89,1809.27,1796.61,-1.84856,32,14
79,89,1828.26,1795.86,-2.47511,32,14
80,89,1846.83,1796.22,-2.78183,32,14
79,88,1836.86,1780.18,-1.84856,32,14
80,87,1846.09,1764.46,-2.78183,32,14
79,87,1828.22,1764.37,-2.47511,32,14
78,102,1818.95,2068.01,-2.70578,41,14
78,103,1809.2,2083.76,-1.7725,41,14
79,103,1827.61,2083.66,-2.39906,41,14
79,104,1836.7,2099.85,-1.7725,41,14
78,104,1818.71,2098.94,-2.70578,41,14
79,102,1836.41,2067.75,-1.7725,41,14
91,42,2124.5,854.035,-1.50343,6,14
92,41,2133.17,838.783,-2.43671,6,14
93,41,2151.9,838.061,-1.50343,6,14
92,42,2141.98,853.935,-2.12999,6,14
93,43,2151.67,869.065,-1.50343,6,14
92,43,2133.25,868.611,-2.43671,6,14
93,42,2159.53,854.264,-2.43671,6,14
91,58,2123.94,1173.65,-1.86936,15,14
92,57,2132.75,1157.69,-2.80263,15,14
93,57,2151.32,1157.41,-1.86936,15,14
92,58,2141.57,1173.43,-2.49591,15,14
91,72,2123.36,1461.14,-1.82204,24,14
91,73,2113.98,1477.28,-2.4486,24,14
92,73,2132.09,1477.23,-2.75532,24,14
93,73,2150.69,1477.2,-1.82204,24,14
92,72,2141.01,1461.23,-2.4486,24,14
92,74,2141.24,1492.86,-2.4486,24,14
91,87,2113.25,1764.74,-2.53122,33,14
91,88,2122.75,1780.6,-1.90467,33,14
91,89,2112.99,1796.85,-2.53122,33,14
92,87,2131.65,1765.06,-2.83794,33,14
92,88,2140.45,1780.64,-2.53122,33,14
93,89,2150.33,1796.89,-1.90467,33,14
91,103,2112.85,2084.31,-2.47666,42,14
91,104,2122.01,2100.28,-1.85011,42,14
92,103,2131.14,2084.27,-2.78338,42,14
92,102,2140.01,2068.17,-2.47666,42,14
93,103,2149.47,2084.23,-1.85011,42,14
